country,iso_code,date,total_vaccinations,people_vaccinated,daily_vaccinations,daily_vaccinations_per_million,vaccines
Northern Ireland,,12/28/20,,,2054,1085,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,12/29/20,,,1972,1041,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,12/30/20,,,1890,998,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,12/31/20,,,1808,955,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/1/21,,,1726,911,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/2/21,,,1645,869,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/3/21,41956,40685,1563,825,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/4/21,,,2360,1246,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/5/21,,,3157,1667,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/6/21,,,3954,2088,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/7/21,,,4751,2509,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/8/21,,,5548,2930,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/9/21,,,6345,3351,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/10/21,91954,78005,7143,3772,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/11/21,99475,84187,7197,3801,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/12/21,109257,91417,7574,4000,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/13/21,121711,102701,8332,4400,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/14/21,133831,114567,9044,4776,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/15/21,137380,117906,8530,4504,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/16/21,140561,120387,7964,4206,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/17/21,146733,125717,7826,4133,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/18/21,154436,132857,7852,4146,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/19/21,160396,138436,7306,3858,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/20/21,166538,144212,6404,3382,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/21/21,173549,151039,5674,2996,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/22/21,177026,154366,5664,2991,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,1/23/21,178331,155644,5396,2849,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,12/27/20,5,5,,,Pfizer/BioNTech
Norway,NOR,12/28/20,605,605,600,111,Pfizer/BioNTech
Norway,NOR,12/29/20,1673,1673,834,154,Pfizer/BioNTech
Norway,NOR,12/30/20,2094,2094,696,128,Pfizer/BioNTech
Norway,NOR,12/31/20,2166,2166,540,100,Pfizer/BioNTech
Norway,NOR,1/1/21,2172,2172,433,80,Pfizer/BioNTech
Norway,NOR,1/2/21,2172,2172,361,67,Pfizer/BioNTech
Norway,NOR,1/3/21,2172,2172,310,57,Pfizer/BioNTech
Norway,NOR,1/4/21,2173,2173,224,41,Pfizer/BioNTech
Norway,NOR,1/5/21,5596,5596,560,103,Pfizer/BioNTech
Norway,NOR,1/6/21,14493,14493,1771,327,Pfizer/BioNTech
Norway,NOR,1/7/21,20901,20901,2676,494,Pfizer/BioNTech
Norway,NOR,1/8/21,22498,22498,2904,536,Pfizer/BioNTech
Norway,NOR,1/9/21,22627,22627,2922,539,Pfizer/BioNTech
Norway,NOR,1/10/21,22733,22733,2937,542,Pfizer/BioNTech
Norway,NOR,1/11/21,23074,23074,2986,551,Pfizer/BioNTech
Norway,NOR,1/12/21,27183,27183,3084,569,Pfizer/BioNTech
Norway,NOR,1/13/21,36700,36700,3172,585,Pfizer/BioNTech
Norway,NOR,1/14/21,44826,44826,3418,630,Pfizer/BioNTech
Norway,NOR,1/15/21,49137,49137,3806,702,Pfizer/BioNTech
Norway,NOR,1/16/21,49842,49842,3888,717,Pfizer/BioNTech
Norway,NOR,1/17/21,50121,50116,3913,722,Pfizer/BioNTech
Norway,NOR,1/18/21,51642,51367,4081,753,Pfizer/BioNTech
Norway,NOR,1/19/21,56729,55688,4221,779,Pfizer/BioNTech
Norway,NOR,1/20/21,66531,64816,4262,786,Pfizer/BioNTech
Norway,NOR,1/21/21,73844,71971,4145,765,Pfizer/BioNTech
Oman,OMN,12/28/20,1717,1717,,,Pfizer/BioNTech
Oman,OMN,12/29/20,3363,3363,1646,322,Pfizer/BioNTech
Oman,OMN,12/30/20,5043,5043,1663,326,Pfizer/BioNTech
Oman,OMN,12/31/20,6516,6516,1600,313,Pfizer/BioNTech
Oman,OMN,1/1/21,,,1289,252,Pfizer/BioNTech
Oman,OMN,1/2/21,7231,7231,1103,216,Pfizer/BioNTech
Oman,OMN,1/3/21,8826,8826,1185,232,Pfizer/BioNTech
Oman,OMN,1/4/21,10728,10728,1287,252,Pfizer/BioNTech
Oman,OMN,1/5/21,12751,12751,1341,263,Pfizer/BioNTech
Oman,OMN,1/6/21,14005,14005,1280,251,Pfizer/BioNTech
Oman,OMN,1/7/21,14911,14911,1199,235,Pfizer/BioNTech
Oman,OMN,1/8/21,14980,14980,1158,227,Pfizer/BioNTech
Oman,OMN,1/9/21,15023,15023,1113,218,Pfizer/BioNTech
Oman,OMN,1/10/21,15907,15907,1012,198,Pfizer/BioNTech
Oman,OMN,1/11/21,18287,18287,1080,211,Pfizer/BioNTech
Oman,OMN,1/12/21,20649,20649,1128,221,Pfizer/BioNTech
Oman,OMN,1/13/21,22749,22749,1249,245,Pfizer/BioNTech
Oman,OMN,1/14/21,24204,24204,1328,260,Pfizer/BioNTech
Oman,OMN,1/15/21,,,1358,266,Pfizer/BioNTech
Oman,OMN,1/16/21,24773,24773,1393,273,Pfizer/BioNTech
Oman,OMN,1/17/21,25446,24773,1363,267,Pfizer/BioNTech
Oman,OMN,1/18/21,26758,24773,1210,237,Pfizer/BioNTech
Oman,OMN,1/19/21,28049,24773,1057,207,Pfizer/BioNTech
Oman,OMN,1/20/21,29548,24773,971,190,Pfizer/BioNTech
Oman,OMN,1/21/21,,,817,160,Pfizer/BioNTech
Oman,OMN,1/22/21,,,830,163,Pfizer/BioNTech
Oman,OMN,1/23/21,30675,24773,843,165,Pfizer/BioNTech
Panama,PAN,1/19/21,0,0,,,Pfizer/BioNTech
Panama,PAN,1/20/21,6,6,6,1,Pfizer/BioNTech
Panama,PAN,1/21/21,2728,2728,1364,316,Pfizer/BioNTech
Panama,PAN,1/22/21,5081,5081,1694,393,Pfizer/BioNTech
Panama,PAN,1/23/21,5594,5594,1398,324,Pfizer/BioNTech
Poland,POL,12/28/20,2000,2000,,,Pfizer/BioNTech
Poland,POL,12/29/20,6300,6300,4300,114,Pfizer/BioNTech
Poland,POL,12/30/20,36300,36300,17150,453,Pfizer/BioNTech
Poland,POL,12/31/20,47600,47600,15200,402,Pfizer/BioNTech
Poland,POL,1/1/21,,,11749,310,Pfizer/BioNTech
Poland,POL,1/2/21,50391,50391,9678,256,Pfizer/BioNTech
Poland,POL,1/3/21,50833,50833,8139,215,Pfizer/BioNTech
Poland,POL,1/4/21,92220,92220,12889,341,Pfizer/BioNTech
Poland,POL,1/5/21,140226,140226,19132,506,Pfizer/BioNTech
Poland,POL,1/6/21,160359,160359,17723,468,Pfizer/BioNTech
Poland,POL,1/7/21,188956,188956,20194,534,Pfizer/BioNTech
Poland,POL,1/8/21,198787,198787,21399,565,Pfizer/BioNTech
Poland,POL,1/9/21,200022,200022,21376,565,Pfizer/BioNTech
Poland,POL,1/10/21,203053,203053,21746,575,Pfizer/BioNTech
Poland,POL,1/11/21,257834,257834,23659,625,Pfizer/BioNTech
Poland,POL,1/12/21,309620,309620,24199,639,Pfizer/BioNTech
Poland,POL,1/13/21,369212,369212,29836,788,Pfizer/BioNTech
Poland,POL,1/14/21,410480,410480,31646,836,Pfizer/BioNTech
Poland,POL,1/15/21,436963,436963,34025,899,Pfizer/BioNTech
Poland,POL,1/16/21,457303,457303,36754,971,Pfizer/BioNTech
Poland,POL,1/17/21,469466,468795,38059,1006,Pfizer/BioNTech
Poland,POL,1/18/21,495164,491696,33904,896,Pfizer/BioNTech
Poland,POL,1/19/21,541229,530055,33087,874,Pfizer/BioNTech
Poland,POL,1/20/21,591785,566793,31796,840,Pfizer/BioNTech
Poland,POL,1/21/21,644999,605313,33503,885,Pfizer/BioNTech
Poland,POL,1/22/21,684277,638798,35331,934,Pfizer/BioNTech
Poland,POL,1/23/21,701164,654184,34837,920,Pfizer/BioNTech
Portugal,PRT,12/27/20,4962,4962,,,Pfizer/BioNTech
Portugal,PRT,12/28/20,7753,7753,2791,274,Pfizer/BioNTech
Portugal,PRT,12/29/20,20367,20367,7702,755,Pfizer/BioNTech
Portugal,PRT,12/30/20,30542,30542,8527,836,Pfizer/BioNTech
Portugal,PRT,12/31/20,32747,32747,6946,681,Pfizer/BioNTech
Portugal,PRT,1/1/21,32747,32747,5557,545,Pfizer/BioNTech
Portugal,PRT,1/2/21,32748,32748,4631,454,Pfizer/BioNTech
Portugal,PRT,1/3/21,32748,32748,3969,389,Pfizer/BioNTech
Portugal,PRT,1/4/21,33668,33668,3702,363,Pfizer/BioNTech
Portugal,PRT,1/5/21,46431,46431,3723,365,Pfizer/BioNTech
Portugal,PRT,1/6/21,61452,61452,4416,433,Pfizer/BioNTech
Portugal,PRT,1/7/21,71749,71749,5572,546,Pfizer/BioNTech
Portugal,PRT,1/8/21,74252,74252,5929,581,Pfizer/BioNTech
Portugal,PRT,1/9/21,74350,74350,5943,583,Pfizer/BioNTech
Portugal,PRT,1/10/21,74390,74390,5949,583,Pfizer/BioNTech
Portugal,PRT,1/11/21,75278,75278,5944,583,Pfizer/BioNTech
Portugal,PRT,1/12/21,86108,86108,5668,556,Pfizer/BioNTech
Portugal,PRT,1/13/21,99886,99886,5491,539,Pfizer/BioNTech
Portugal,PRT,1/14/21,111035,111035,5612,550,Pfizer/BioNTech
Portugal,PRT,1/15/21,118518,118518,6324,620,Pfizer/BioNTech
Portugal,PRT,1/16/21,120053,120053,6529,640,Pfizer/BioNTech
Portugal,PRT,1/17/21,121221,120060,6690,656,Pfizer/BioNTech
Portugal,PRT,1/18/21,124625,122800,7050,691,Pfizer/BioNTech
Portugal,PRT,1/19/21,148273,138832,8881,871,Pfizer/BioNTech
Portugal,PRT,1/20/21,177113,158497,11032,1082,Pfizer/BioNTech
Portugal,PRT,1/21/21,209690,186157,14094,1382,Pfizer/BioNTech
Portugal,PRT,1/22/21,235449,209514,16704,1638,Pfizer/BioNTech
Portugal,PRT,1/23/21,249891,219916,18548,1819,Pfizer/BioNTech
Romania,ROU,12/28/20,2066,2066,,,Pfizer/BioNTech
Romania,ROU,12/29/20,2778,2778,712,37,Pfizer/BioNTech
Romania,ROU,12/30/20,5666,5666,1800,94,Pfizer/BioNTech
Romania,ROU,12/31/20,10289,10289,2741,142,Pfizer/BioNTech
Romania,ROU,1/1/21,11656,11656,2398,125,Pfizer/BioNTech
Romania,ROU,1/2/21,13242,13242,2235,116,Pfizer/BioNTech
Romania,ROU,1/3/21,13596,13596,1922,100,Pfizer/BioNTech
Romania,ROU,1/4/21,25508,25508,3349,174,Pfizer/BioNTech
Romania,ROU,1/5/21,41609,41609,5547,288,Pfizer/BioNTech
Romania,ROU,1/6/21,58554,58554,7555,393,Pfizer/BioNTech
Romania,ROU,1/7/21,76400,76400,9444,491,Pfizer/BioNTech
Romania,ROU,1/8/21,92706,92706,11579,602,Pfizer/BioNTech
Romania,ROU,1/9/21,102301,102301,12723,661,Pfizer/BioNTech
Romania,ROU,1/10/21,108294,108294,13528,703,Pfizer/BioNTech
Romania,ROU,1/11/21,125190,125190,14240,740,Pfizer/BioNTech
Romania,ROU,1/12/21,140447,140447,14120,734,Pfizer/BioNTech
Romania,ROU,1/13/21,154268,154268,13673,711,Pfizer/BioNTech
Romania,ROU,1/14/21,167612,167612,13030,677,Pfizer/BioNTech
Romania,ROU,1/15/21,183669,183669,12995,675,Pfizer/BioNTech
Romania,ROU,1/16/21,196090,196090,13398,696,Pfizer/BioNTech
Romania,ROU,1/17/21,205060,204185,13824,719,Pfizer/BioNTech
Romania,ROU,1/18/21,235239,233288,15721,817,Pfizer/BioNTech
Romania,ROU,1/19/21,270046,267424,18514,962,Pfizer/BioNTech
Romania,ROU,1/20/21,308384,302570,22017,1144,Pfizer/BioNTech
Romania,ROU,1/21/21,348096,338252,25783,1340,Pfizer/BioNTech
Romania,ROU,1/22/21,385936,374681,28895,1502,Pfizer/BioNTech
Romania,ROU,1/23/21,418885,406006,31828,1654,Pfizer/BioNTech
Romania,ROU,1/24/21,446285,433129,34461,1791,Pfizer/BioNTech
Russia,RUS,12/15/20,28500,28500,,,Sputnik V
Russia,RUS,12/16/20,,,3357,23,Sputnik V
Russia,RUS,12/17/20,,,3357,23,Sputnik V
Russia,RUS,12/18/20,,,3357,23,Sputnik V
Russia,RUS,12/19/20,,,3357,23,Sputnik V
Russia,RUS,12/20/20,,,3357,23,Sputnik V
Russia,RUS,12/21/20,,,3357,23,Sputnik V
Russia,RUS,12/22/20,52000,52000,3357,23,Sputnik V
Russia,RUS,12/23/20,,,12592,86,Sputnik V
Russia,RUS,12/24/20,,,21827,150,Sputnik V
Russia,RUS,12/25/20,,,31061,213,Sputnik V
Russia,RUS,12/26/20,,,40296,276,Sputnik V
Russia,RUS,12/27/20,,,49531,339,Sputnik V
Russia,RUS,12/28/20,,,58765,403,Sputnik V
Russia,RUS,12/29/20,,,68000,466,Sputnik V
Russia,RUS,12/30/20,,,68000,466,Sputnik V
Russia,RUS,12/31/20,,,68000,466,Sputnik V
Russia,RUS,1/1/21,,,68000,466,Sputnik V
Russia,RUS,1/2/21,800000,800000,68000,466,Sputnik V
Russia,RUS,1/3/21,,,60883,417,Sputnik V
Russia,RUS,1/4/21,,,53766,368,Sputnik V
Russia,RUS,1/5/21,,,46649,320,Sputnik V
Russia,RUS,1/6/21,,,39532,271,Sputnik V
Russia,RUS,1/7/21,,,32416,222,Sputnik V
Russia,RUS,1/8/21,,,25299,173,Sputnik V
Russia,RUS,1/9/21,,,18182,125,Sputnik V
Russia,RUS,1/10/21,,,18182,125,Sputnik V
Russia,RUS,1/11/21,,,18182,125,Sputnik V
Russia,RUS,1/12/21,,,18182,125,Sputnik V
Russia,RUS,1/13/21,1000000,1000000,18182,125,Sputnik V
Saudi Arabia,SAU,1/6/21,100000,100000,,,Pfizer/BioNTech
Saudi Arabia,SAU,1/7/21,137862,137862,37862,1088,Pfizer/BioNTech
Saudi Arabia,SAU,1/8/21,,,23990,689,Pfizer/BioNTech
Saudi Arabia,SAU,1/9/21,,,19366,556,Pfizer/BioNTech
Saudi Arabia,SAU,1/10/21,,,17055,490,Pfizer/BioNTech
Saudi Arabia,SAU,1/11/21,178337,178337,15667,450,Pfizer/BioNTech
Saudi Arabia,SAU,1/12/21,,,16312,469,Pfizer/BioNTech
Saudi Arabia,SAU,1/13/21,,,16772,482,Pfizer/BioNTech
Saudi Arabia,SAU,1/14/21,,,14153,407,Pfizer/BioNTech
Saudi Arabia,SAU,1/15/21,,,15498,445,Pfizer/BioNTech
Saudi Arabia,SAU,1/16/21,,,16843,484,Pfizer/BioNTech
Saudi Arabia,SAU,1/17/21,295530,295530,18187,522,Pfizer/BioNTech
Scotland,,12/13/20,18858,18858,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/14/20,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/15/20,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/16/20,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/17/20,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/18/20,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/19/20,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/20/20,59608,59608,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/21/20,,,5690,1041,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/22/20,,,5558,1017,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/23/20,,,5426,993,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/24/20,,,5295,969,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/25/20,,,5163,945,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/26/20,,,5031,921,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/27/20,93904,93904,4899,897,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/28/20,,,4635,848,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/29/20,,,4370,800,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/30/20,,,4105,751,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,12/31/20,,,3841,703,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/1/21,,,3576,655,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/2/21,,,3312,606,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/3/21,115232,115194,3047,558,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/4/21,,,3650,668,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/5/21,,,4254,779,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/6/21,,,4858,889,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/7/21,,,5461,1000,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/8/21,,,6065,1110,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/9/21,,,6668,1221,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/10/21,166135,163377,7272,1331,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/11/21,178799,175942,8042,1472,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/12/21,194955,191965,9311,1704,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/13/21,211397,208207,10621,1944,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/14/21,228171,224840,11979,2193,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/15/21,,,12869,2356,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/16/21,,,13760,2519,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/17/21,268689,264991,14651,2682,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/18/21,288468,284582,15667,2868,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/19/21,314079,309909,17018,3115,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/20/21,339337,334871,18277,3345,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/21/21,363143,358454,19282,3529,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/22/21,385855,380667,20597,3770,"Oxford/AstraZeneca, Pfizer/BioNTech"
Scotland,,1/23/21,409421,404038,22034,4033,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,1/8/21,7000,7000,,,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/9/21,,,1150,169,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/10/21,9300,9300,1150,169,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/11/21,,,1503,221,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/12/21,,,1680,247,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/13/21,,,1785,262,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/14/21,18136,18136,1856,273,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/15/21,,,2221,326,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/16/21,,,2687,395,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/17/21,,,3153,463,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/18/21,,,3468,510,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/19/21,,,3783,556,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/20/21,44611,44611,4098,602,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/21/21,84832,84832,9528,1400,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/22/21,119711,119711,13880,2040,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Serbia,SRB,1/23/21,163355,163355,19485,2864,"Pfizer/BioNTech, Sinopharm, Sputnik V"
Seychelles,SYC,1/9/21,0,0,,,Sinopharm
Seychelles,SYC,1/10/21,,,500,5084,Sinopharm
Seychelles,SYC,1/11/21,,,500,5084,Sinopharm
Seychelles,SYC,1/12/21,,,500,5084,Sinopharm
Seychelles,SYC,1/13/21,2000,2000,500,5084,Sinopharm
Seychelles,SYC,1/14/21,,,600,6101,Sinopharm
Seychelles,SYC,1/15/21,4000,4000,667,6783,Sinopharm
Seychelles,SYC,1/16/21,7000,7000,1000,10169,Sinopharm
Seychelles,SYC,1/17/21,,,1118,11369,Sinopharm
Seychelles,SYC,1/18/21,,,1236,12569,Sinopharm
Seychelles,SYC,1/19/21,10976,10976,1354,13769,Sinopharm
Seychelles,SYC,1/20/21,13163,13163,1595,16219,Sinopharm
Seychelles,SYC,1/21/21,,,1718,17470,Sinopharm
Seychelles,SYC,1/22/21,16890,16890,1841,18721,Sinopharm
Seychelles,SYC,1/23/21,18353,18353,1622,16494,Sinopharm
Singapore,SGP,1/11/21,3400,3400,,,Pfizer/BioNTech
Singapore,SGP,1/12/21,6200,6200,2800,479,Pfizer/BioNTech
Singapore,SGP,1/13/21,,,4090,699,Pfizer/BioNTech
Singapore,SGP,1/14/21,,,4520,773,Pfizer/BioNTech
Singapore,SGP,1/15/21,,,4735,809,Pfizer/BioNTech
